age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,original_label,original_prediction,final_prediction,IsCorrect,IsAdversarial,score_before_attack,score_after_attack
62,Private,Preschool,10,Married-civ-spouse,Sales,Husband,White,Female,0,213,40,United-States,1,1,0,True,True,0.7323268313903264,0.45944085360255205
25,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,0,0,True,False,0.030365971507175977,0.030365971507175977
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9299618816814443,0.9299618816814443
34,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.04930767346972869,0.04930767346972869
27,Private,Bachelors,13,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,0,0,0,True,False,0.06442851013507275,0.06442851013507275
58,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,0,0,0,True,False,0.009753142788147564,0.009753142788147564
24,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,42,United-States,0,0,0,True,False,0.039312793362934216,0.039312793362934216
39,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,1579,38,United-States,1,1,0,True,True,0.7149722735146647,0.14207766108855854
25,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,2907,0,40,United-States,0,0,0,True,False,0.0024442391100055263,0.0024442391100055263
32,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.8382992425421325,0.8382992425421325
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,48,Yugoslavia,1,1,0,True,True,0.5945723401944653,0.48163219613511193
34,Private,Masters,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,South,1,1,0,True,True,0.5632367740669715,0.466052844462204
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.8786645025729586,0.8786645025729586
54,Local-gov,11th,7,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,42,Haiti,1,1,0,True,True,0.8317635566187919,0.4654458951510189
47,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,1,1,1,True,False,0.9736416365273981,0.9736416365273981
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,1,True,True,0.3844933063048654,0.5128094174238823
46,Private,Prof-school,16,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,South,1,1,0,True,True,0.7620012584644551,0.34695224959338605
37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.7026104059507821,0.7026104059507821
49,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,625,40,Puerto-Rico,0,0,0,True,False,0.06746876300193992,0.06746876300193992
37,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.03149925781252132,0.03149925781252132
47,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0,0,0,True,False,0.07512345313882715,0.07512345313882715
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,1,1,True,False,0.7736859686440704,0.7736859686440704
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.4607431504160645,0.4607431504160645
35,State-gov,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,0,0,0,True,False,0.20987316480389537,0.20987316480389537
40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.8081124548365145,0.8081124548365145
58,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.9401948078623396,0.9401948078623396
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,0,0,True,False,0.0026548387426514977,0.0026548387426514977
37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,1,1,1,True,False,0.9828011846765302,0.9828011846765302
52,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.8195040057783733,0.8195040057783733
40,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1,0,0,False,False,0.34109179718964483,0.34109179718964483
46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,72,United-States,1,1,1,True,False,0.9932077234779003,0.9932077234779003
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,46,United-States,1,1,0,True,True,0.850101186598385,0.20957085441706977
64,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,1,1,True,False,0.963108948648039,0.963108948648039
45,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,1,1,True,False,0.9922656842383537,0.9922656842383537
33,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0,0,0,True,False,0.010519587447063413,0.010519587447063413
44,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,1,1,1,True,False,0.9307590672158267,0.9307590672158267
42,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1,1,1,True,False,0.9780632896151769,0.9780632896151769
34,Local-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1980,55,Cuba,1,1,0,True,True,0.9524166912135653,0.36680717732676754
61,Private,11th,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,43,Japan,0,0,1,True,True,0.10425080687357201,0.5170385343227251
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,0,0,True,False,0.0026697248408132927,0.0026697248408132927
26,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,41,United-States,1,1,0,True,True,0.8870570920551204,0.10313522382903448
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,1,1,1,True,False,0.9903047463430594,0.9903047463430594
51,Self-emp-not-inc,5th-6th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0,1,True,True,0.15755996410142087,0.8024900740292267
46,Private,Some-college,10,Married-AF-spouse,Sales,Not-in-family,White,Male,0,0,50,United-States,0,0,1,True,True,0.3870534868677925,0.6386942671211845
47,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1,1,1,True,False,0.996601408516833,0.996601408516833
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,0,0,0,True,False,0.01922723554368445,0.01922723554368445
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,1,1,1,True,False,0.9933606840797349,0.9933606840797349
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.0050760877597177765,0.0050760877597177765
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.8812636409933775,0.8812636409933775
28,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.011163175385582175,0.011163175385582175
54,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,France,0,0,1,True,True,0.49901755649928675,0.7426579736784303
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,50,Japan,1,1,1,True,False,0.9936697546751967,0.9936697546751967
36,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,3325,0,45,United-States,0,0,0,True,False,0.0397850454355685,0.0397850454355685
42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,653,50,United-States,1,0,0,False,False,0.47312758128311894,0.47312758128311894
51,Self-emp-not-inc,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,0,1,1,False,False,0.505013611876704,0.505013611876704
43,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,0,0,True,False,0.1137925742550278,0.1137925742550278
46,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,80,United-States,1,1,1,True,False,0.9794940039842751,0.9794940039842751
41,Private,Some-college,10,Married-AF-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,0,0,1,True,True,0.11595334334667813,0.9299944376658847
53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,34,United-States,0,0,0,True,False,0.11988586675899762,0.11988586675899762
60,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,1,1,0,True,True,0.6837870967035085,0.4608477175885881
55,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,1,1,1,True,False,0.9843969783421376,0.9843969783421376
30,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,3137,0,55,Columbia,1,1,0,True,True,0.967054649513288,0.3551104783678909
59,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,India,1,1,1,True,False,0.984400988758837,0.984400988758837
53,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1,1,1,True,False,0.9986428646571737,0.9986428646571737
62,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,France,1,1,0,True,True,0.8899300480959327,0.37198895433557605
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,1,1,1,True,False,0.7179352375279796,0.7179352375279796
42,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,85,United-States,1,1,0,True,True,0.6338282838703424,0.3609573772960591
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,38,United-States,1,1,1,True,False,0.9972545778825451,0.9972545778825451
25,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0,0,0,True,False,0.008731394730783602,0.008731394730783602
61,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0,0,0,True,False,0.12500976983264833,0.12500976983264833
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,0,0,0,True,False,0.16065922555198967,0.16065922555198967
55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,Laos,1,1,0,True,True,0.6664673676183777,0.4684153492436181
30,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,1,0,0,False,False,0.19469446199432647,0.19469446199432647
45,Local-gov,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,0,1,1,False,False,0.7662734178836513,0.7662734178836513
49,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,0,0,True,False,0.02185393220521349,0.02185393220521349
47,Private,HS-grad,9,Widowed,Adm-clerical,Wife,White,Male,0,213,40,United-States,0,0,1,True,True,0.47088837299700426,0.7790377104333585
20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.005593879002422388,0.005593879002422388
46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,0,1,1,False,False,0.7231876134056846,0.7231876134056846
47,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,1719,30,United-States,0,0,0,True,False,0.001739782983024964,0.001739782983024964
44,Private,HS-grad,9,Separated,Craft-repair,Wife,White,Male,0,0,70,United-States,1,1,0,True,True,0.6773916679445443,0.33435677210463666
27,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.5539731672751782,0.5539731672751782
45,State-gov,9th,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Germany,1,1,0,True,True,0.6161272240104796,0.3785428821544349
43,Private,11th,10,Married-spouse-absent,Craft-repair,Husband,Black,Male,5013,0,43,Thailand,1,1,0,True,True,0.9660366918864433,0.41466915457051085
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9192689697403306,0.9192689697403306
54,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Haiti,1,0,0,False,False,0.11402844931848731,0.11402844931848731
36,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,United-States,1,1,1,True,False,0.9858213004925767,0.9858213004925767
43,Private,Some-college,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,39,Taiwan,1,1,0,True,True,0.8208069103471594,0.41332166056688585
23,Private,12th,8,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,0,0,0,True,False,0.0037208508894817642,0.0037208508894817642
45,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1,1,1,True,False,0.9969082415921918,0.9969082415921918
69,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,France,1,0,0,False,False,0.08619894973319113,0.08619894973319113
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.9705607446801489,0.9705607446801489
49,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,1,1,1,True,False,0.8564151990993742,0.8564151990993742
85,Self-emp-inc,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,Iran,1,1,0,True,True,0.7226936234877316,0.36962108823851547
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,15,United-States,0,0,0,True,False,0.006046698957069722,0.006046698957069722
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,1,1,True,False,0.9076809809288009,0.9076809809288009
48,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,45,Philippines,1,1,0,True,True,0.9069249593914014,0.42445122448988676
58,Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Thailand,1,1,0,True,True,0.7296761821280043,0.35940274561680974
26,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Other,Female,4416,0,45,Laos,1,1,0,True,True,0.7729107501634223,0.1810535677426499
29,Local-gov,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,45,United-States,0,0,0,True,False,0.15422605696316616,0.15422605696316616
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9299618816814443,0.9299618816814443
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.025894750576312915,0.025894750576312915
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.01647439403628783,0.01647439403628783
35,Private,Some-college,10,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,0,1974,40,United-States,0,0,1,True,True,0.0903779662685711,0.788528599657623
47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,0,1,1,False,False,0.8507284156729764,0.8507284156729764
51,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,1,0,0,False,False,0.43588858941119807,0.43588858941119807
34,Private,7th-8th,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,60,United-States,1,1,0,True,True,0.5539949865411651,0.3088840510773823
18,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.015718183930777736,0.015718183930777736
49,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1,0,0,False,False,0.48345791504529795,0.48345791504529795
35,Private,11th,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,0,0,0,True,False,0.14588723844048015,0.14588723844048015
36,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0,1,True,True,0.29543053573942807,0.7340430537125047
41,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.01716666545989947,0.01716666545989947
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.02847080253367461,0.02847080253367461
46,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1,1,1,True,False,0.6185750190460753,0.6185750190460753
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,1,1,False,False,0.6890889277982466,0.6890889277982466
46,Federal-gov,11th,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,1,1,0,True,True,0.8901388733301133,0.21565777450308948
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.03826714905942727,0.03826714905942727
32,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,1,1,1,True,False,0.8993522359027072,0.8993522359027072
39,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,48,China,0,1,1,False,False,0.9420312513322919,0.9420312513322919
26,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0,0,True,False,0.25405466114421366,0.25405466114421366
46,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,25,Germany,0,0,0,True,False,0.05162390627206922,0.05162390627206922
50,Private,7th-8th,9,Married-spouse-absent,Sales,Husband,White,Male,0,213,60,India,1,1,0,True,True,0.7727463984832902,0.45570543731475405
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,Canada,1,0,0,False,False,0.40149369964852905,0.40149369964852905
31,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0,True,False,0.041879454114748915,0.041879454114748915
69,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,991,0,18,United-States,0,0,0,True,False,0.0037672663910219184,0.0037672663910219184
41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,50,United-States,1,1,1,True,False,0.9676294842219227,0.9676294842219227
65,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,1,0,0,False,False,0.0149769280429339,0.0149769280429339
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,0,0,0,True,False,0.003119827530004089,0.003119827530004089
62,Private,5th-6th,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.8832296657098238,0.49094474035834307
25,Private,10th,7,Married-AF-spouse,Transport-moving,Husband,White,Male,0,0,44,France,0,0,1,True,True,0.127839743887291,0.7019108408770592
37,Local-gov,Bachelors,13,Married-spouse-absent,Prof-specialty,Husband,White,Female,0,0,48,Puerto-Rico,1,1,0,True,True,0.9537086046213287,0.46937534695910754
35,Federal-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,7298,0,40,United-States,1,1,1,True,False,0.9847136894646442,0.9847136894646442
37,State-gov,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,0,0,1,True,True,0.24938820033791304,0.5408457548731459
24,Private,Bachelors,13,Separated,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,0,True,True,0.6764699055996897,0.3813473469607128
36,Private,Bachelors,13,Separated,Adm-clerical,Wife,White,Female,0,0,17,United-States,0,0,1,True,True,0.03481425593894576,0.7084347461677962
75,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States,1,0,0,False,False,0.09432828485761652,0.09432828485761652
22,Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.009804028675212646,0.009804028675212646
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,39,Vietnam,1,1,0,True,True,0.9791327040800356,0.4308880395245401
38,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,0,1,1,False,False,0.9290126508889155,0.9290126508889155
90,Private,Some-college,10,Divorced,Sales,Unmarried,Black,Female,0,0,37,United-States,0,0,0,True,False,0.04382707464496695,0.04382707464496695
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0,0,True,False,0.0046467133976666975,0.0046467133976666975
26,Private,Masters,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,43,Iran,0,0,1,True,True,0.030081584927974147,0.5284114296171868
60,Self-emp-inc,9th,10,Separated,Exec-managerial,Husband,White,Male,0,0,33,France,1,1,0,True,True,0.8612087272365906,0.3269405831389337
41,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,40,United-States,0,0,0,True,False,0.10305841186591368,0.10305841186591368
54,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024,0,38,Jamaica,1,1,1,True,False,0.9923307898085387,0.9923307898085387
59,Private,11th,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,0,0,0,True,False,0.014729576649247077,0.014729576649247077
27,State-gov,Bachelors,14,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,50,United-States,0,0,1,True,True,0.09475985464445469,0.6691473429744496
31,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,1,1,False,False,0.524623057190302,0.524623057190302
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,England,0,0,1,True,True,0.22308890250701996,0.6187015783548853
49,State-gov,Prof-school,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,66,Thailand,1,1,0,True,True,0.963521789907922,0.3325263893168309
40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1,1,1,True,False,0.9508679210896726,0.9508679210896726
48,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,1,False,False,0.6642839633819985,0.6642839633819985
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1,True,False,0.9086675075502275,0.9086675075502275
57,Private,Assoc-voc,12,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,0,0,43,Canada,0,0,1,True,True,0.3855713949001002,0.5483217009826801
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0,0,0,True,False,0.05134203399456937,0.05134203399456937
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0,0,False,False,0.463847536797588,0.463847536797588
36,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,1,1,1,True,False,0.9912836146239603,0.9912836146239603
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,70,United-States,0,1,1,False,False,0.6528439546793895,0.6528439546793895
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0,0,0,True,False,0.21365326810259178,0.21365326810259178
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,0,0,True,False,0.020505046827097285,0.020505046827097285
29,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0,0,0,True,False,0.01235505987958152,0.01235505987958152
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.11430510017292457,0.11430510017292457
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,1,1,1,True,False,0.9927425889734662,0.9927425889734662
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,1,True,False,0.8378927661186523,0.8378927661186523
39,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,1,1,True,False,0.8281676960617147,0.8281676960617147
36,Private,9th,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,53,Japan,0,0,1,True,True,0.35219621947667595,0.5906045677891161
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,1,1,False,False,0.5275666781184903,0.5275666781184903
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,0,True,False,0.011122335909325173,0.011122335909325173
52,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,0,0,True,False,0.29101895537662636,0.29101895537662636
58,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,32,United-States,1,1,1,True,False,0.9985437587412559,0.9985437587412559
61,State-gov,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,1,0,0,False,False,0.004339821714630929,0.004339821714630929
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,1,1,True,False,0.8033808098078515,0.8033808098078515
62,Private,Assoc-acdm,12,Widowed,Other-service,Not-in-family,White,Female,0,0,7,United-States,0,0,0,True,False,0.02907434107321507,0.02907434107321507
39,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,1,1,1,True,False,0.9900876239028211,0.9900876239028211
47,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1,1,1,True,False,0.9959189647165351,0.9959189647165351
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,1,1,1,True,False,0.9907832871566228,0.9907832871566228
34,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Philippines,1,1,1,True,False,0.8993122067433849,0.8993122067433849
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Philippines,1,1,0,True,True,0.5258262359648536,0.4532229837786346
